country,year,greenhouse_gas_emissions,agricultural_land,methane_emissions,arable_land,agricultural_irrigated_land,forest_area,population_growth,urban_population,GDP
Australia,2009,,,,3.53300443877485,,,,,
Australia,2008,,,,3.12329640862762,,,,,
Australia,2007,,,,3.01016622626037,,,,,
Australia,2006,,,,3.15374301966859,,,,,
Australia,2005,,,,3.43673118727464,,,,,
Australia,2004,,,,3.35094958541062,,,,,
Australia,2003,,,,3.02513570154771,,,,,
Australia,2002,,,,3.08956952995848,,,,,
Australia,2001,,,,3.15009827785949,,,,,
Australia,2000,,,,3.05546516017339,,,,,
Australia,1999,,,,2.99311404136782,,,,,
Australia,1998,,,,2.77911562943389,,,,,
Australia,1997,,,,2.72106009918905,,,,,
Australia,1996,,,,2.49834034078336,,,,,
Australia,1995,,,,2.1916613514182,,,,,
Australia,1994,,,,2.32261171784492,,,,,
Australia,1993,,,,2.22732775340718,,,,,
Australia,1992,,,,2.11212787836976,,,,,
Australia,1991,,,,2.23995418038869,,,,,
Australia,1990,,,,2.20715150410684,,,,,
Azerbaijan,2020,,,,25.2196113544515,,,,,
Azerbaijan,2019,,,,25.358724320662,,,,,
Azerbaijan,2018,,,,25.3817117138916,,,,,
Azerbaijan,2017,,,,25.3381239263507,,,,,
Azerbaijan,2016,,,,24.1804765936857,,,,,
Azerbaijan,2015,,,,23.4409590747977,,,,,
Azerbaijan,2014,,,,23.3054691941981,,,,,
Azerbaijan,2013,,,,23.2920795073737,,,,,
Azerbaijan,2012,,,,22.9475670836459,,,,,
Azerbaijan,2011,,,,22.8132788114883,,,,,
Azerbaijan,2010,,,,22.7944734804491,,,,,
Azerbaijan,2009,,,,22.6816102248796,,,,,
Azerbaijan,2008,,,,22.5132220702676,,,,,
Azerbaijan,2007,,,,22.4376429582834,,,,,
Azerbaijan,2006,,,,22.281786608904,,,,,
Azerbaijan,2005,,,,22.2985724655214,,,,,
Azerbaijan,2004,,,,22.265095800271,,,,,
Azerbaijan,2003,,,,22.2438658471664,,,,,
Azerbaijan,2002,,,,22.2384952431673,,,,,
Azerbaijan,2001,,,,22.2228947750714,,,,,
Azerbaijan,2000,,,,22.1003571212396,,,,,
Azerbaijan,1999,,,,22.0651713922979,,,,,
Azerbaijan,1998,,,,21.7794733548356,,,,,
Azerbaijan,1997,,,,21.6446158837737,,,,,
Azerbaijan,1996,,,,21.4475407669106,,,,,
Azerbaijan,1995,,,,20.7445594049293,,,,,
Azerbaijan,1994,,,,20.7121141112994,,,,,
Azerbaijan,1993,,,,20.6183832630352,,,,,
Azerbaijan,1992,,,,20.4825937008063,,,,,
Azerbaijan,1991,,,,,,,,,
Azerbaijan,1990,,,,,,,,,
United Kingdom,2020,,,,24.7117025585913,,,,,
United Kingdom,2019,,,,25.1543768858761,,,,,
United Kingdom,2018,,,,24.9567536064151,,,,,
United Kingdom,2017,,,,25.1431380977969,,,,,
United Kingdom,2016,,,,24.9080746496921,,,,,
United Kingdom,2015,,,,24.8460298433431,,,,,
United Kingdom,2014,,,,25.7657173562601,,,,,
United Kingdom,2013,,,,25.8975736783367,,,,,
United Kingdom,2012,,,,25.6768486752366,,,,,
United Kingdom,2011,,,,25.0568346215848,,,,,
United Kingdom,2010,,,,24.6765593353449,,,,,
United Kingdom,2009,,,,25.0031000702683,,,,,
United Kingdom,2008,,,,24.821229281197,,,,,
United Kingdom,2007,,,,25.1519034431447,,,,,
United Kingdom,2006,,,,25.1891042863638,,,,,
United Kingdom,2005,,,,23.6804034224776,,,,,
United Kingdom,2004,,,,24.0524118546687,,,,,
United Kingdom,2003,,,,23.3910635307734,,,,,
United Kingdom,2002,,,,23.9160087628653,,,,,
United Kingdom,2001,,,,23.3579961145786,,,,,
United Kingdom,2000,,,,24.2880171950564,,,,,
United Kingdom,1999,,,,24.4574877030546,,,,,
United Kingdom,1998,,,,25.8463191832348,,,,,
United Kingdom,1997,,,,26.3216632910346,,,,,
United Kingdom,1996,,,,25.2056379944612,,,,,
United Kingdom,1995,,,,24.5360228165172,,,,,
United Kingdom,1994,,,,24.4326871409085,,,,,
United Kingdom,1993,,,,25.1767040052908,,,,,
United Kingdom,1992,,,,27.0904807175629,,,,,
United Kingdom,1991,,,,27.1442152688794,,,,,
United Kingdom,1990,,,,27.3632869011698,,,,,
India,2020,,,,52.2566927777909,,,,,
India,2019,,,,52.2566927777909,,,,,
India,2018,,,,52.29329810742,,,,,
India,2017,,,,52.4336271815794,,,,,
India,2016,,,,52.5755165327477,,,,,
India,2015,,,,52.6078050847743,,,,,
India,2014,,,,52.6246220389548,,,,,
India,2013,,,,52.617558918199,,,,,
India,2012,,,,52.6525381828945,,,,,
India,2011,,,,52.7981730060978,,,,,
India,2010,,,,52.8082631786061,,,,,
India,2009,,,,53.1160134401098,,,,,
India,2008,,,,53.1398935150461,,,,,
India,2007,,,,53.1489746703036,,,,,
India,2006,,,,53.3642316838144,,,,,
India,2005,,,,53.6272488471978,,,,,
India,2004,,,,53.7069612100135,,,,,
India,2003,,,,53.7466492218795,,,,,
India,2002,,,,53.959551861805,,,,,
India,2001,,,,53.9235635798587,,,,,
India,2000,,,,54.127048725443,,,,,
India,1999,,,,54.1421839842055,,,,,
India,1998,,,,54.2881551464925,,,,,
India,1997,,,,54.3527322505457,,,,,
India,1996,,,,54.1590009383861,,,,,
India,1995,,,,54.456997366465,,,,,
India,1994,,,,54.6635095638018,,,,,
India,1993,,,,54.6840262479021,,,,,
India,1992,,,,54.7243869379354,,,,,
India,1991,,,,54.884484341734,,,,,
India,1990,,,,54.9776502678941,,,,,
"Iran, Islamic Rep.",2020,,,,9.64252696456086,,,,,
"Iran, Islamic Rep.",2019,,,,9.64252696456086,,,,,
"Iran, Islamic Rep.",2018,,,,9.60308166409861,,,,,
"Iran, Islamic Rep.",2017,,,,9.32758089368259,,,,,
"Iran, Islamic Rep.",2016,,,,9.01728922615978,,,,,
"Iran, Islamic Rep.",2015,,,,9.01728922615978,,,,,
"Iran, Islamic Rep.",2014,,,,9.01728922615978,,,,,
"Iran, Islamic Rep.",2013,,,,9.01728922615978,,,,,
"Iran, Islamic Rep.",2012,,,,9.23279058915985,,,,,
"Iran, Islamic Rep.",2011,,,,9.34084825265846,,,,,
"Iran, Islamic Rep.",2010,,,,9.44890591615708,,,,,
"Iran, Islamic Rep.",2009,,,,9.55696357965569,,,,,
"Iran, Islamic Rep.",2008,,,,9.54407033571551,,,,,
"Iran, Islamic Rep.",2007,,,,10.3569586679437,,,,,
"Iran, Islamic Rep.",2006,,,,10.2538127164223,,,,,
"Iran, Islamic Rep.",2005,,,,10.1506667649009,,,,,
"Iran, Islamic Rep.",2004,,,,10.0475208133795,,,,,
"Iran, Islamic Rep.",2003,,,,9.9443748618581,,,,,
"Iran, Islamic Rep.",2002,,,,9.8412289103367,,,,,
"Iran, Islamic Rep.",2001,,,,9.73808295881529,,,,,
"Iran, Islamic Rep.",2000,,,,9.16279869348461,,,,,
"Iran, Islamic Rep.",1999,,,,10.0303298214593,,,,,
"Iran, Islamic Rep.",1998,,,,10.3373118200349,,,,,
"Iran, Islamic Rep.",1997,,,,10.1316338809892,,,,,
"Iran, Islamic Rep.",1996,,,,10.4969424592942,,,,,
"Iran, Islamic Rep.",1995,,,,10.6756059824652,,,,,
"Iran, Islamic Rep.",1994,,,,10.6442938186105,,,,,
"Iran, Islamic Rep.",1993,,,,10.6412239986247,,,,,
"Iran, Islamic Rep.",1992,,,,10.4183550676588,,,,,
"Iran, Islamic Rep.",1991,,,,10.2415334364793,,,,,
"Iran, Islamic Rep.",1990,,,,9.32611311672684,,,,,
Kuwait,2020,,,,0.448933782267116,,,,,
Kuwait,2019,,,,0.448933782267116,,,,,
Kuwait,2018,,,,0.448933782267116,,,,,
Kuwait,2017,,,,0.482603815937149,,,,,
Kuwait,2016,,,,0.448933782267116,,,,,
Kuwait,2015,,,,0.432098765432099,,,,,
Kuwait,2014,,,,0.5331088664422,,,,,
Kuwait,2013,,,,0.650953984287318,,,,,
Kuwait,2012,,,,0.561167227833894,,,,,
Kuwait,2011,,,,0.589225589225589,,,,,
Kuwait,2010,,,,0.561167227833894,,,,,
Kuwait,2009,,,,0.589225589225589,,,,,
Kuwait,2008,,,,0.634118967452301,,,,,
Kuwait,2007,,,,0.634118967452301,,,,,
Kuwait,2006,,,,0.617283950617284,,,,,
Kuwait,2005,,,,0.617283950617284,,,,,
Kuwait,2004,,,,0.617283950617284,,,,,
Kuwait,2003,,,,0.673400673400673,,,,,
Kuwait,2002,,,,0.673400673400673,,,,,
Kuwait,2001,,,,0.729517396184063,,,,,
Kuwait,2000,,,,0.561167227833894,,,,,
Kuwait,1999,,,,0.392817059483726,,,,,
Kuwait,1998,,,,0.336700336700337,,,,,
Kuwait,1997,,,,0.336700336700337,,,,,
Kuwait,1996,,,,0.336700336700337,,,,,
Kuwait,1995,,,,0.280583613916947,,,,,
Kuwait,1994,,,,0.280583613916947,,,,,
Kuwait,1993,,,,0.280583613916947,,,,,
Kuwait,1992,,,,0.224466891133558,,,,,
Kuwait,1991,,,,0.224466891133558,,,,,
Kuwait,1990,,,,0.224466891133558,,,,,
New Zealand,2020,,,,2.00144316585014,,,,,
New Zealand,2019,,,,2.07360145835707,,,,,
New Zealand,2018,,,,1.96916182446546,,,,,
New Zealand,2017,,,,1.86472219057385,,,,,
New Zealand,2016,,,,2.05461243401314,,,,,
New Zealand,2015,,,,1.81535072727963,,,,,
New Zealand,2014,,,,2.24070487258365,,,,,
New Zealand,2013,,,,2.07739926322586,,,,,
New Zealand,2012,,,,1.93308267821199,,,,,
New Zealand,2011,,,,1.78876609319813,,,,,
New Zealand,2010,,,,1.89510462952414,,,,,
New Zealand,2009,,,,1.78876609319813,,,,,
New Zealand,2008,,,,1.72040560555999,,,,,
New Zealand,2007,,,,1.6368538984467,,,,,
New Zealand,2006,,,,1.51532414264555,,,,,
New Zealand,2005,,,,1.61406706923398,,,,,
New Zealand,2004,,,,1.59507804489005,,,,,
New Zealand,2003,,,,1.57608902054612,,,,,
New Zealand,2002,,,,1.80775511754206,,,,,
New Zealand,2001,,,,5.69670730317876,,,,,
New Zealand,2000,,,,5.69670730317876,,,,,
New Zealand,1999,,,,5.90558657096198,,,,,
New Zealand,1998,,,,5.90558657096198,,,,,
New Zealand,1997,,,,5.90558657096198,,,,,
New Zealand,1996,,,,5.91697998556834,,,,,
New Zealand,1995,,,,5.99673388781284,,,,,
New Zealand,1994,,,,6.48285291101743,,,,,
New Zealand,1993,,,,7.32976339675668,,,,,
New Zealand,1992,,,,7.88044510273062,,,,,
New Zealand,1991,,,,8.94762827085944,,,,,
New Zealand,1990,,,,10.0451938779386,,,,,
Pakistan,2020,,,,40.1229763387298,,,,,
Pakistan,2019,,,,39.6040888335409,,,,,
Pakistan,2018,,,,40.4213366542134,,,,,
Pakistan,2017,,,,40.486197592362,,,,,
Pakistan,2016,,,,40.2008094645081,,,,,
Pakistan,2015,,,,39.4354503943545,,,,,
Pakistan,2014,,,,39.4873391448734,,,,,
Pakistan,2013,,,,39.5262557077626,,,,,
Pakistan,2012,,,,39.227895392279,,,,,
Pakistan,2011,,,,39.0462847654628,,,,,
Pakistan,2010,,,,38.1252594437526,,,,,
Pakistan,2009,,,,38.1641760066418,,,,,
Pakistan,2008,,,,38.2160647571606,,,,,
Pakistan,2007,,,,39.1500622665006,,,,,
Pakistan,2006,,,,39.3316728933167,,,,,
Pakistan,2005,,,,39.1370900788709,,,,,
Pakistan,2004,,,,39.318700705687,,,,,
Pakistan,2003,,,,40.4602532171025,,,,,
Pakistan,2002,,,,40.4991697799917,,,,,
Pakistan,2001,,,,40.6029472810295,,,,,
Pakistan,2000,,,,40.2656704026567,,,,,
Pakistan,1999,,,,40.3564757160648,,,,,
Pakistan,1998,,,,40.3694479036945,,,,,
Pakistan,1997,,,,40.2656704026567,,,,,
Pakistan,1996,,,,39.6300332088003,,,,,
Pakistan,1995,,,,39.5132835201328,,,,,
Pakistan,1994,,,,39.2408675799087,,,,,
Pakistan,1993,,,,39.2149232046492,,,,,
Pakistan,1992,,,,38.8127853881278,,,,,
Pakistan,1991,,,,38.6700913242009,,,,,
Pakistan,1990,,,,38.5922581984226,,,,,
Qatar,2020,,,,1.82767624020888,,,,,
Qatar,2019,,,,1.82767624020888,,,,,
Qatar,2018,,,,1.82767624020888,,,,,
Qatar,2017,,,,1.65361183637946,,,,,
Qatar,2016,,,,1.59268929503916,,,,,
Qatar,2015,,,,1.61009573542211,,,,,
Qatar,2014,,,,1.61009573542211,,,,,
Qatar,2013,,,,1.47286821705426,,,,,
Qatar,2012,,,,1.41774332472007,,,,,
Qatar,2011,,,,1.38501291989664,,,,,
Qatar,2010,,,,1.32041343669251,,,,,
Qatar,2009,,,,1.28337639965547,,,,,
Qatar,2008,,,,1.21447028423773,,,,,
Qatar,2007,,,,1.1541774332472,,,,,
Qatar,2006,,,,1.09388458225668,,,,,
Qatar,2005,,,,1.03359173126615,,,,,
Qatar,2004,,,,1.05081826012059,,,,,
Qatar,2003,,,,1.13695090439276,,,,,
Qatar,2002,,,,1.09388458225668,,,,,
Qatar,2001,,,,1.14556416881998,,,,,
Qatar,2000,,,,1.11972437553833,,,,,
Qatar,1999,,,,1.11972437553833,,,,,
Qatar,1998,,,,1.11972437553833,,,,,
Qatar,1997,,,,1.11972437553833,,,,,
Qatar,1996,,,,1.11972437553833,,,,,
Qatar,1995,,,,1.11972437553833,,,,,
Qatar,1994,,,,1.11972437553833,,,,,
Qatar,1993,,,,1.11972437553833,,,,,
Qatar,1992,,,,1.03359173126615,,,,,
Qatar,1991,,,,0.775193798449612,,,,,
Qatar,1990,,,,0.861326442721792,,,,,
Turkiye,2020,,,,25.4485921806582,,,,,
Turkiye,2019,,,,25.4407962267583,,,,,
Turkiye,2018,,,,25.6265997947065,,,,,
Turkiye,2017,,,,25.9839143484532,,,,,
Turkiye,2016,,,,26.4828553980484,,,,,
Turkiye,2015,,,,26.8310746722451,,,,,
Turkiye,2014,,,,26.8947416290945,,,,,
Turkiye,2013,,,,26.732325922846,,,,,
Turkiye,2012,,,,26.736223899796,,,,,
Turkiye,2011,,,,26.6868495250965,,,,,
Turkiye,2010,,,,27.784779699336,,,,,
Turkiye,2009,,,,27.7419019528865,,,,,
Turkiye,2008,,,,28.0069643854839,,,,,
Turkiye,2007,,,,28.5578784610787,,,,,
Turkiye,2006,,,,29.8598027623663,,,,,
Turkiye,2005,,,,30.9629302392059,,,,,
Turkiye,2004,,,,31.0162025908553,,,,,
Turkiye,2003,,,,30.3678390915115,,,,,
Turkiye,2002,,,,31.1760196458038,,,,,
Turkiye,2001,,,,30.9252497953562,,,,,
Turkiye,2000,,,,30.9577329366059,,,,,
Turkiye,1999,,,,31.5463274560503,,,,,
Turkiye,1998,,,,31.7542195600483,,,,,
Turkiye,1997,,,,31.5697153177501,,,,,
Turkiye,1996,,,,31.8516689837974,,,,,
Turkiye,1995,,,,32.0335745747957,,,,,
Turkiye,1994,,,,32.0998401829451,,,,,
Turkiye,1993,,,,31.8087912373478,,,,,
Turkiye,1992,,,,31.8516689837974,,,,,
Turkiye,1991,,,,32.0491664825955,,,,,
Turkiye,1990,,,,32.0244792952458,,,,,
Ukraine,2020,,,,56.8243010010356,,,,,
Ukraine,2019,,,,56.8243010010356,,,,,
Ukraine,2018,,,,56.7638936831205,,,,,
Ukraine,2017,,,,56.5734507163818,,,,,
Ukraine,2016,,,,56.5796060694989,,,,,
Ukraine,2015,,,,56.5778798183984,,,,,
Ukraine,2014,,,,56.569248562896,,,,,
Ukraine,2013,,,,56.5784022647242,,,,,
Ukraine,2012,,,,56.1313263826555,,,,,
Ukraine,2011,,,,56.0985293102258,,,,,
Ukraine,2010,,,,56.0605537526755,,,,,
Ukraine,2009,,,,56.0622799143824,,,,,
Ukraine,2008,,,,56.0553752675551,,,,,
Ukraine,2007,,,,55.9853624013947,,,,,
Ukraine,2006,,,,56.0031759182546,,,,,
Ukraine,2005,,,,56.0115986054058,,,,,
Ukraine,2004,,,,56.0672489384472,,,,,
Ukraine,2003,,,,56.0637967342148,,,,,
Ukraine,2002,,,,56.1742672696517,,,,,
Ukraine,2001,,,,56.161215154915,,,,,
Ukraine,2000,,,,56.2078191076206,,,,,
Ukraine,1999,,,,56.3907827737982,,,,,
Ukraine,1998,,,,56.7152843704151,,,,,
Ukraine,1997,,,,57.1001984983171,,,,,
Ukraine,1996,,,,57.2866143091396,,,,,
Ukraine,1995,,,,57.4540433244153,,,,,
Ukraine,1994,,,,57.4626736860274,,,,,
Ukraine,1993,,,,57.5368947958919,,,,,
Ukraine,1992,,,,57.58522482092,,,,,
Ukraine,1991,,,,,,,,,
Ukraine,1990,,,,,,,,,
South Africa,2020,,,,9.89209374407505,,,,,
South Africa,2019,,,,9.89209374407505,,,,,
South Africa,2018,,,,9.89209374407505,,,,,
South Africa,2017,,,,9.89209374407505,,,,,
South Africa,2016,,,,9.89209374407505,,,,,
South Africa,2015,,,,9.89209374407505,,,,,
South Africa,2014,,,,9.89209374407505,,,,,
South Africa,2013,,,,9.89209374407505,,,,,
South Africa,2012,,,,9.89209374407505,,,,,
South Africa,2011,,,,9.91929700187126,,,,,
South Africa,2010,,,,10.331467574541,,,,,
South Africa,2009,,,,10.4361588999992,,,,,
South Africa,2008,,,,10.5515666603467,,,,,
South Africa,2007,,,,10.3866984312788,,,,,
South Africa,2006,,,,10.3866984312788,,,,,
South Africa,2005,,,,10.8606945898491,,,,,
South Africa,2004,,,,10.9637372330165,,,,,
South Africa,2003,,,,11.2110395766184,,,,,
South Africa,2002,,,,11.2934736911523,,,,,
South Africa,2001,,,,11.2811085739723,,,,,
South Africa,2000,,,,11.3857998994304,,,,,
South Africa,1999,,,,11.3429341598727,,,,,
South Africa,1998,,,,11.2934736911523,,,,,
South Africa,1997,,,,11.2934736911523,,,,,
South Africa,1996,,,,11.2522566338854,,,,,
South Africa,1995,,,,11.1286054620844,,,,,
South Africa,1994,,,,11.0873884048174,,,,,
South Africa,1993,,,,11.0676042173293,,,,,
South Africa,1992,,,,10.850802496105,,,,,
South Africa,1991,,,,10.6340007748807,,,,,
South Africa,1990,,,,10.5515666603467,,,,,
Australia,2020,,,,,0.427517391609866,,,,
Australia,2019,,,,,0.539344565310351,,,,
Australia,2018,,,,,0.640298694604271,,,,
Australia,2017,,,,,0.603490239002574,,,,
Australia,2016,,,,,0.626674683743819,,,,
Australia,2015,,,,,0.61734636719053,,,,
Australia,2014,,,,,0.630650360688312,,,,
Australia,2013,,,,,0.639634187344496,,,,
Australia,2012,,,,,0.553121350845829,,,,
Australia,2011,,,,,0.495555650924844,,,,
Australia,2010,,,,,0.489143719511547,,,,
Australia,2009,,,,,0.458287031856284,,,,
Australia,2008,,,,,0.475483446702698,,,,
Australia,2007,,,,,0.482734642800212,,,,
Australia,2006,,,,,0.62203458570933,,,,
Australia,2005,,,,,0.586256490261561,,,,
Australia,2004,,,,,0.60824601297524,,,,
Australia,2003,,,,,0.541069397042093,,,,
Australia,2002,,,,,0.569351230425056,,,,
Australia,2001,,,,,0.549923195084485,,,,
Australia,2000,,,,,,,,,
Australia,1999,,,,,,,,,
Australia,1998,,,,,,,,,
Australia,1997,,,,,,,,,
Australia,1996,,,,,,,,,
Australia,1995,,,,,,,,,
Australia,1994,,,,,,,,,
Australia,1993,,,,,,,,,
Australia,1992,,,,,,,,,
Australia,1991,,,,,,,,,
Australia,1990,,,,,,,,,
Azerbaijan,2020,,,,,30.6458023890714,,,,
Azerbaijan,2019,,,,,30.0144360524719,,,,
Azerbaijan,2018,,,,,29.9884925201381,,,,
Azerbaijan,2017,,,,,29.9298796441654,,,,
Azerbaijan,2016,,,,,29.8114393463231,,,,
Azerbaijan,2015,,,,,30.001257914378,,,,
Azerbaijan,2014,,,,,29.7230433779902,,,,
Azerbaijan,2013,,,,,29.6511384125121,,,,
Azerbaijan,2012,,,,,29.5262462512845,,,,
Azerbaijan,2011,,,,,29.4545683309917,,,,
Azerbaijan,2010,,,,,29.4767978518083,,,,
Azerbaijan,2009,,,,,29.5251508208438,,,,
Azerbaijan,2008,,,,,30.0523472155065,,,,
Azerbaijan,2007,,,,,30.0557132345212,,,,
Azerbaijan,2006,,,,,30.0357443229605,,,,
Azerbaijan,2005,,,,,30.0508552935737,,,,
Azerbaijan,2004,,,,,30.0321773328566,,,,
Azerbaijan,2003,,,,,29.9289109493964,,,,
Azerbaijan,2002,,,,,29.9900946279163,,,,
Azerbaijan,2001,,,,,29.9856709372893,,,,
Azerbaijan,2000,,,,,,,,,
Azerbaijan,1999,,,,,,,,,
Azerbaijan,1998,,,,,,,,,
Azerbaijan,1997,,,,,,,,,
Azerbaijan,1996,,,,,,,,,
Azerbaijan,1995,,,,,,,,,
Azerbaijan,1994,,,,,,,,,
Azerbaijan,1993,,,,,,,,,
Azerbaijan,1992,,,,,,,,,
Azerbaijan,1991,,,,,,,,,
Azerbaijan,1990,,,,,,,,,
United Kingdom,2020,,,,,,,,,
United Kingdom,2019,,,,,,,,,
United Kingdom,2018,,,,,0.413905093911878,,,,
United Kingdom,2017,,,,,,,,,
United Kingdom,2016,,,,,,,,,
United Kingdom,2015,,,,,,,,,
United Kingdom,2014,,,,,,,,,
United Kingdom,2013,,,,,0.283648885230316,,,,
United Kingdom,2012,,,,,,,,,
United Kingdom,2011,,,,,,,,,
United Kingdom,2010,,,,,0.385508592661403,,,,
United Kingdom,2009,,,,,,,,,
United Kingdom,2008,,,,,,,,,
United Kingdom,2007,,,,,0.783135943786479,,,,
United Kingdom,2006,,,,,,,,,
United Kingdom,2005,,,,,1.22906345836282,,,,
United Kingdom,2004,,,,,,,,,
United Kingdom,2003,,,,,1.33875914130691,,,,
United Kingdom,2002,,,,,,,,,
United Kingdom,2001,,,,,,,,,
United Kingdom,2000,,,,,,,,,
United Kingdom,1999,,,,,,,,,
United Kingdom,1998,,,,,,,,,
United Kingdom,1997,,,,,,,,,
United Kingdom,1996,,,,,,,,,
United Kingdom,1995,,,,,,,,,
United Kingdom,1994,,,,,,,,,
United Kingdom,1993,,,,,,,,,
United Kingdom,1992,,,,,,,,,
United Kingdom,1991,,,,,,,,,
United Kingdom,1990,,,,,,,,,
India,2020,,,,,39.9641870855713,,,,
India,2019,,,,,39.9642159909513,,,,
India,2018,,,,,38.7893080022906,,,,
India,2017,,,,,38.3010121136423,,,,
India,2016,,,,,37.4767510496831,,,,
India,2015,,,,,38.0592736886044,,,,
India,2014,,,,,37.899492566545,,,,
India,2013,,,,,36.7856069627931,,,,
India,2012,,,,,36.3294775163937,,,,
India,2011,,,,,35.3987866644404,,,,
India,2010,,,,,34.4923791438579,,,,
India,2009,,,,,35.3416487104871,,,,
India,2008,,,,,34.6501109831606,,,,
India,2007,,,,,34.9320788330921,,,,
India,2006,,,,,33.8165486420686,,,,
India,2005,,,,,32.8692137725814,,,,
India,2004,,,,,31.6329868329868,,,,
India,2003,,,,,30.7335963028921,,,,
India,2002,,,,,31.5330084182543,,,,
India,2001,,,,,32.2073057893366,,,,
India,2000,,,,,,,,,
India,1999,,,,,,,,,
India,1998,,,,,,,,,
India,1997,,,,,,,,,
India,1996,,,,,,,,,
India,1995,,,,,,,,,
India,1994,,,,,,,,,
India,1993,,,,,,,,,
India,1992,,,,,,,,,
India,1991,,,,,,,,,
India,1990,,,,,,,,,
"Iran, Islamic Rep.",2020,,,,,16.9572671388765,,,,
"Iran, Islamic Rep.",2019,,,,,16.9572671388765,,,,
"Iran, Islamic Rep.",2018,,,,,16.9926889054673,,,,
"Iran, Islamic Rep.",2017,,,,,,,,,
"Iran, Islamic Rep.",2016,,,,,16.5804935370153,,,,
"Iran, Islamic Rep.",2015,,,,,16.5804935370153,,,,
"Iran, Islamic Rep.",2014,,,,,16.5804935370153,,,,
"Iran, Islamic Rep.",2013,,,,,16.7145406275841,,,,
"Iran, Islamic Rep.",2012,,,,,16.7422771365183,,,,
"Iran, Islamic Rep.",2011,,,,,16.8220793833499,,,,
"Iran, Islamic Rep.",2010,,,,,16.9013781870845,,,,
"Iran, Islamic Rep.",2009,,,,,16.9801782967986,,,,
"Iran, Islamic Rep.",2008,,,,,17.4702795330406,,,,
"Iran, Islamic Rep.",2007,,,,,,,,,
"Iran, Islamic Rep.",2006,,,,,,,,,
"Iran, Islamic Rep.",2005,,,,,,,,,
"Iran, Islamic Rep.",2004,,,,,,,,,
"Iran, Islamic Rep.",2003,,,,,,,,,
"Iran, Islamic Rep.",2002,,,,,,,,,
"Iran, Islamic Rep.",2001,,,,,,,,,
"Iran, Islamic Rep.",2000,,,,,,,,,
"Iran, Islamic Rep.",1999,,,,,,,,,
"Iran, Islamic Rep.",1998,,,,,,,,,
"Iran, Islamic Rep.",1997,,,,,,,,,
"Iran, Islamic Rep.",1996,,,,,,,,,
"Iran, Islamic Rep.",1995,,,,,,,,,
"Iran, Islamic Rep.",1994,,,,,,,,,
"Iran, Islamic Rep.",1993,,,,,,,,,
"Iran, Islamic Rep.",1992,,,,,,,,,
"Iran, Islamic Rep.",1991,,,,,,,,,
"Iran, Islamic Rep.",1990,,,,,,,,,
Kuwait,2020,,,,,,,,,
Kuwait,2019,,,,,,,,,
Kuwait,2018,,,,,,,,,
Kuwait,2017,,,,,,,,,
Kuwait,2016,,,,,,,,,
Kuwait,2015,,,,,,,,,
Kuwait,2014,,,,,,,,,
Kuwait,2013,,,,,,,,,
Kuwait,2012,,,,,,,,,
Kuwait,2011,,,,,,,,,
Kuwait,2010,,,,,,,,,
Kuwait,2009,,,,,,,,,
Kuwait,2008,,,,,,,,,
Kuwait,2007,,,,,,,,,
Kuwait,2006,,,,,,,,,
Kuwait,2005,,,,,,,,,
Kuwait,2004,,,,,,,,,
Kuwait,2003,,,,,,,,,
Kuwait,2002,,,,,,,,,
Kuwait,2001,,,,,,,,,
Kuwait,2000,,,,,,,,,
Kuwait,1999,,,,,,,,,
Kuwait,1998,,,,,,,,,
Kuwait,1997,,,,,,,,,
Kuwait,1996,,,,,,,,,
Kuwait,1995,,,,,,,,,
Kuwait,1994,,,,,,,,,
Kuwait,1993,,,,,,,,,
Kuwait,1992,,,,,,,,,
Kuwait,1991,,,,,,,,,
Kuwait,1990,,,,,,,,,
New Zealand,2020,,,,,,,,,
New Zealand,2019,,,,,,,,,
New Zealand,2018,,,,,,,,,
New Zealand,2017,,,,,,,,,
New Zealand,2016,,,,,,,,,
New Zealand,2015,,,,,,,,,
New Zealand,2014,,,,,6.29722921914358,,,,
New Zealand,2013,,,,,,,,,
New Zealand,2012,,,,,,,,,
New Zealand,2011,,,,,,,,,
New Zealand,2010,,,,,,,,,
New Zealand,2009,,,,,,,,,
New Zealand,2008,,,,,,,,,
New Zealand,2007,,,,,4.43109602158962,,,,
New Zealand,2006,,,,,,,,,
New Zealand,2005,,,,,,,,,
New Zealand,2004,,,,,,,,,
New Zealand,2003,,,,,,,,,
New Zealand,2002,,,,,3.17381601785272,,,,
New Zealand,2001,,,,,,,,,
New Zealand,2000,,,,,,,,,
New Zealand,1999,,,,,,,,,
New Zealand,1998,,,,,,,,,
New Zealand,1997,,,,,,,,,
New Zealand,1996,,,,,,,,,
New Zealand,1995,,,,,,,,,
New Zealand,1994,,,,,,,,,
New Zealand,1993,,,,,,,,,
New Zealand,1992,,,,,,,,,
New Zealand,1991,,,,,,,,,
New Zealand,1990,,,,,,,,,
Pakistan,2020,,,,,52.6645426571903,,,,
Pakistan,2019,,,,,50.4638934008755,,,,
Pakistan,2018,,,,,50.4153925256407,,,,
Pakistan,2017,,,,,49.239250871551,,,,
Pakistan,2016,,,,,50.5544382236234,,,,
Pakistan,2015,,,,,51.7374730677863,,,,
Pakistan,2014,,,,,51.2799293832064,,,,
Pakistan,2013,,,,,49.4487320837927,,,,
